"Tome of Town Portal", "Town Portal Book", -1, 0, 0, 0, 0, 2, 1, 0, 1, 250, -1, -1, "tbk", "bbk", "tbk", 16, 1, 2, 0, 0, 0, "flpbbk", "invbbk", "", "", 0, "xxx", -1, -1, 1, 0, "book", "", "item_book", 12, "item_book", 0, 0, 5, 0, 0, 0, 1, 1, 20, 5, -1, -1, 0, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, 2, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 4, 2, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 4, 2, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, -1, -1
"Tome of Identify", "Identify Book", -1, 0, 0, 0, 0, 2, 1, 0, 1, 200, -1, -1, "ibk", "rbk", "ibk", 16, 1, 2, 0, 0, 0, "flprbk", "invrbk", "", "", 0, "xxx", -1, -1, 1, 0, "book", "", "item_book", 12, "item_book", 0, 0, 5, 0, 0, 0, 1, 1, 20, 5, -1, -1, 0, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, 2, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 4, 2, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 4, 2, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, -1, -1
"Amulet", "amulet", -1, 0, 0, 1, 0, 4, 1, 0, 1, 2400, 63000, -1, "amu", "amu", "amu", 16, 1, 1, 1, 1, 1, "flpamu", "invamu", "", "", 0, "xxx", -1, -1, 0, 0, "amul", "", "item_amulet", 12, "item_amulet", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Viper Amulet", "Viper Amulet", -1, 0, 0, 15, 0, 4, 0, 0, 1, 400, -1, -1, "vip", "vip", "vip", 16, 1, 1, 0, 0, 0, "flpamu", "invvip", "invvip", "", 0, "xxx", -1, -1, 0, 0, "amul", "", "item_amulet", 12, "item_amulet", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 1, "xxx", "xxx", -1, -1, -1, -1, -1
"Ring", "Ring", -1, 0, 0, 1, 0, 4, 1, 0, 1, 1800, 50000, -1, "rin", "rin", "rin", 16, 1, 1, 1, 1, 1, "flprin", "invrin", "", "", 0, "xxx", -1, -1, 0, 0, "ring", "", "item_ring", 12, "item_ring", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Gold", "Gold", -1, 1, 0, 0, 0, 1, 1, 0, 1, 0, -1, -1, "gld", "gld", "gld", 16, 1, 1, 0, 0, 0, "flpgld", "invgld", "", "", 0, "xxx", -1, -1, 0, 0, "gold", "", "item_gold", 12, "item_gold", 0, 0, 5, 0, 0, 0, 1, 0, 5000, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Bark Scroll", "Bark Scroll", -1, 1, 0, 0, 0, 0, 0, 0, 1, 100, -1, -1, "bks", "bks", "bks", 16, 2, 2, 0, 0, 0, "flpscr", "invscb", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_scroll", 10, "item_scroll", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Deciphered Bark Scroll", "Deciphered Bark Scroll", -1, 1, 0, 0, 0, 0, 0, 0, 1, 12000, -1, -1, "bkd", "bkd", "bkd", 16, 2, 2, 0, 0, 0, "flpscr", "invscb", "", "", 0, "xxx", -1, -1, 0, 0, "ques", "", "item_scroll", 10, "item_scroll", 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Arrows", "Arrows", -1, 0, 0, 0, 0, 1, 1, 0, 1, 256, -1, -1, "aqv", "aqv", "aqv", 16, 1, 3, 0, 0, 0, "flpqvr", "invqvr", "", "", 0, "xxx", -1, -1, 0, 0, "bowq", "", "item_quiver", 12, "item_quiver", 0, 0, 5, 0, 0, 0, 1, 100, 350, 200, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 1, 0, -1, 0, 3, 5, -1, -1, 255, 1, 3, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, 3, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, 3, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 3, -1, -1, 255, 2, 3, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, -1, -1, 255, 3, 4, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, -1, -1
"Torch", "Torch", -1, 1, 0, 0, 0, 0, 0, 0, 1, 50, -1, -1, "tch", "bsh", "tch", 7, 1, 2, 0, 0, 0, "flptrch", "invtrch", "", "", 0, "xxx", -1, -1, 0, 0, "torc", "", "item_staff", 12, "item_staff", 0, 1, 3, 6, 0, 0, 0, 2, 10, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Bolts", "Bolts", -1, 0, 0, 0, 0, 1, 1, 0, 1, 256, -1, -1, "cqv", "cqv", "cqv", 16, 1, 3, 0, 0, 0, "flpqvr", "invcqv", "", "", 0, "xxx", -1, -1, 0, 0, "xboq", "", "item_quiver", 12, "item_quiver", 0, 0, 5, 0, 0, 0, 1, 60, 250, 150, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 1, 0, -1, 0, 2, 4, -1, -1, 255, 2, 4, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, 3, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, 3, 4, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 3, -1, -1, 255, 2, 3, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, -1, -1, 255, 3, 4, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, -1, -1
"Scroll of Town Portal", "Town Portal Scroll", -1, 1, 0, 0, 0, 2, 1, 0, 1, 100, -1, -1, "tsc", "bsc", "tsc", 16, 1, 1, 0, 0, 0, "flpbsc", "invbsc", "", "", 0, "xxx", -1, -1, 1, 0, "scro", "", "item_scroll", 10, "item_scroll", 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, 11, 17, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, 11, 17, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 5, 7, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 5, 7, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, 1, -1
"Scroll of Identify", "Identify Scroll", -1, 1, 0, 0, 0, 2, 1, 0, 1, 80, -1, -1, "isc", "rsc", "isc", 16, 1, 1, 0, 0, 0, "flprsc", "invrsc", "", "", 0, "xxx", -1, -1, 1, 0, "scro", "", "item_scroll", 10, "item_scroll", 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, -1, -1, 0, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, 11, 17, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 11, 17, 11, 17, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 5, 7, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 5, 7, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, 1, 1, -1
"Heart", "Heart", -1, 0, 0, 0, 0, 1, 0, 0, 1, 60, -1, -1, "hrt", "hrt", "hrt", 16, 1, 1, 0, 0, 0, "flphrt", "invhrt", "", "", 1, "hpo", 0, 0, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Brain", "Brain", -1, 0, 0, 0, 0, 1, 0, 0, 1, 60, -1, -1, "brz", "brz", "brz", 16, 1, 1, 0, 0, 0, "flpbrnz", "invbrnz", "", "", 1, "opm", 1, 1, 0, 0, "body", "", "item_monsterguts", 14, "item_monsterguts", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
"Jawbone", "Jawbone", -1, 0, 0, 0, 0, 1, 0, 0, 1, 75, -1, -1, "jaw", "jaw", "jaw", 16, 1, 1, 0, 0, 0, "flpjaw", "invjaw", "", "", 1, "cqv", 10, 40, 0, 0, "body", "", "item_monsterbone", 12, "item_monsterbone", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, "", -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 0, 0, 0, "xxx", "xxx", -1, -1, -1, -1, -1
