"Wand", "wand", "", "wnd", "wnd", "wnd", 0, -1, 1, 1, 2, 4, -1, -1, -1, -1, -1, -1, -1, -1, -1, 100, -1, -1, -1, 15, -1, 2, 0, 205, 3910, 1, -1, "wnd", "wnd", "9wn", "7wn", "1hs", "1hs", 5, "1hss", 1, 2, -1, -1, -1, -1, "flpwnd", "invwnd", "invwndu", "invwndu", 1, 1, 0, "magically charged", 0, "item_wand", 12, "item_wand", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 5, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 4, 6, 7, 9, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 1, 2, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 5, 8, 0, "ywn", "bwn", 1, 0
"Yew Wand", "wand", "", "ywn", "ywn", "ywn", 0, -1, 1, 1, 2, 8, -1, -1, -1, -1, -1, -1, -1, -1, 10, 100, -1, -1, -1, 15, -1, 12, 0, 745, 17440, 1, -1, "wnd", "ywn", "9yw", "7yw", "1hs", "1hs", 5, "1hss", 1, 2, -1, -1, -1, -1, "flpywn", "invywn", "", "", 1, 1, 0, "magically charged", 0, "item_wand", 12, "item_wand", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 5, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, 1, 1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 5, 5, 9, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 3, 2, 3, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, -1, -1, -1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 5, 8, 0, "bwn", "gwn", 1, 0
"Bone Wand", "wand", "", "bwn", "bwn", "bwn", 0, -1, 1, 1, 3, 7, -1, -1, -1, -1, -1, -1, -1, -1, -20, 100, -1, -1, -1, 15, -1, 18, 0, 1296, 34828, 1, -1, "wnd", "bwn", "9bw", "7bw", "1hs", "1hs", 5, "1hss", 1, 2, -1, -1, -1, -1, "flpbwn", "invbwn", "invbwnu", "invbwnu", 1, 2, 0, "magically charged", 0, "item_wand", 12, "item_wand", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 5, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 3, 1, 3, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 5, 5, 7, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, 3, 4, 2, 3, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 4, 2, 3, 20, -1, -1, 1, 2, 0, "xxx", "xxx", 1, 0
"Grim Wand", "wand", "", "gwn", "bwn", "gwn", 0, -1, 1, 1, 5, 11, -1, -1, -1, -1, -1, -1, -1, -1, -1, 100, -1, -1, -1, 15, -1, 26, 0, 2098, 70048, 1, -1, "wnd", "gwn", "9gw", "7gw", "1hs", "1hs", 5, "1hss", 1, 2, -1, -1, -1, -1, "flpgwn", "invgwn", "", "", 1, 2, 0, "magically charged", 0, "item_wand", 12, "item_wand", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 5, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, -1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, -1, 1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, 1, 3, 1, 2, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 3, 1, 2, 20, -1, -1, 1, 2, 0, "xxx", "xxx", 1, 0
"Club", "club", "", "clb", "clb", "clb", 0, -1, 1, 1, 1, 6, -1, -1, -1, -1, -1, -1, -1, -1, -10, 100, -1, -1, -1, 24, -1, 1, 0, 32, 3032, -1, -1, "clb", "clb", "9cl", "7cl", "1hs", "1hs", 5, "club", 1, 3, -1, -1, -1, -1, "flpclb", "invclb", "invclbu", "invclbu", 1, 2, 0, "", 0, "item_staff", 12, "item_staff", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 1, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 5, 2, 0, "mac", "mst", 1, 0
"Scepter", "scep", "", "scp", "mac", "scp", 0, -1, 2, 1, 6, 11, -1, -1, -1, -1, -1, -1, -1, -1, -1, 100, -1, 25, -1, 50, -1, 3, 0, 350, 5050, -1, -1, "mac", "scp", "9sc", "7sc", "1hs", "1hs", 5, "club", 1, 3, -1, -1, -1, -1, "flpscp", "invscp", "", "", 1, 2, 0, "magically charged", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 4, 2, 4, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 3, 3, 5, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, 1, -1, 1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, -1, -1, 2, 2, 0, "gsc", "wsp", 1, 0
"Grand Scepter", "scep", "", "gsc", "mac", "gsc", 0, -1, 4, 1, 8, 18, -1, -1, -1, -1, -1, -1, -1, 1, 10, 100, -1, 37, -1, 60, -1, 15, 0, 1109, 26635, -1, -1, "mac", "gsc", "9qs", "7qs", "1hs", "1hs", 5, "club", 1, 3, -1, -1, -1, -1, "flpgsc", "invgsc", "", "", 1, 3, 0, "magically charged", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 3, 1, 3, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 3, 5, 3, 5, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, 1, 2, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 2, 3, 1, 2, 20, -1, -1, 2, 2, 0, "xxx", "wsp", 1, 0
"War Scepter", "scep", "", "wsp", "whm", "wsp", 0, -1, 4, 1, 10, 17, -1, -1, -1, -1, -1, -1, -1, 1, -10, 100, -1, 55, -1, 70, -1, 21, 0, 2323, 61783, -1, -1, "mac", "wsp", "9ws", "7ws", "1hs", "1hs", 5, "club", 2, 3, -1, -1, -1, -1, "flpwsp", "invwsp", "", "", 1, 5, 0, "magically charged", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 3, 1, 3, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 20, 1, 2, 1, 2, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, 1, 1, 20, -1, -1, 2, 2, 0, "xxx", "xxx", 1, 0
"Spiked Club", "club", "", "spc", "clb", "spc", 0, -1, 3, 1, 5, 8, -1, -1, -1, -1, -1, -1, -1, 1, -1, 100, -1, -1, -1, 36, -1, 4, 0, 225, 5400, -1, -1, "clb", "spc", "9sp", "7sp", "1hs", "1hs", 5, "1hsl", 1, 3, -1, -1, -1, -1, "flpspc", "invspc", "invspcu", "invspcu", 1, 2, 0, "", 0, "item_staff", 12, "item_staff", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, -1, 1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "mac", "mst", 1, 0
"Mace", "mace", "", "mac", "mac", "mac", 0, -1, 4, 1, 3, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, 100, -1, 27, -1, 60, -1, 8, 0, 463, 10204, -1, -1, "mac", "mac", "9ma", "7ma", "1hs", "1hs", 5, "1hsl", 1, 3, -1, -1, -1, -1, "flpmac", "invmac", "", "", 1, 2, 0, "", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, 1, -1, 1, 1, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, 1, -1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 2, 1, 1, 1, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "mst", "mau", 1, 0
"Morning Star", "mace", "", "mst", "mac", "mst", 0, -1, 4, 1, 7, 16, -1, -1, -1, -1, -1, -1, -1, 1, 10, 100, -1, 36, -1, 72, -1, 13, 0, 844, 19972, -1, -1, "mac", "mst", "9mt", "7mt", "1hs", "1hs", 5, "1hsl", 1, 3, -1, -1, -1, -1, "flpmst", "invmst", "invmstu", "invmstu", 1, 3, 0, "", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 1, 2, 0, "xxx", "fla", 1, 0
"Flail", "mace", "", "fla", "fla", "fla", 0, -1, 4, 1, 1, 24, -1, -1, -1, -1, -1, -1, -1, 2, -10, 100, -1, 41, 35, 30, -1, 19, 0, 1412, 38828, -1, -1, "mac", "fla", "9fl", "7fl", "1hs", "1hs", 5, "1hsl", 2, 3, -1, -1, -1, -1, "flpfla", "invfla", "", "", 1, 5, 0, "", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "xxx", "gma", 1, 0
"War Hammer", "hamm", "", "whm", "whm", "whm", 0, -1, 4, 1, 19, 29, -1, -1, -1, -1, -1, -1, -1, -1, 20, 110, -1, 53, -1, 55, -1, 25, 0, 2081, 67025, -1, -1, "mac", "whm", "9wh", "7wh", "1hs", "1hs", 5, "1hsl", 2, 3, -1, -1, -1, -1, "flpwhm", "invwhm", "", "", 1, 4, 0, "", 0, "item_sword", 12, "item_sword", 0, 0, 5, 0, 0, 0, -1, -1, 178, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, -1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "mau", "gma", 1, 0
"Maul", "hamm", "", "mau", "mau", "mau", 0, -1, 4, 1, -1, -1, -1, 1, 30, 43, -1, -1, -1, 1, 10, 110, -1, 69, -1, 60, -1, 21, 0, 1670, 48070, -1, -1, "mau", "mau", "9m9", "7m7", "stf", "stf", 5, "2hsl", 2, 4, -1, -1, -1, -1, "flpmau", "invmau", "invmauu", "invmauu", 1, 6, 0, "", 0, "item_largemetalweapon", 12, "item_largemetalweapon", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "xxx", "mau", 1, 0
"Great Maul", "hamm", "", "gma", "mau", "gma", 0, -1, 3, 1, -1, -1, -1, 1, 38, 58, -1, -1, -1, 2, 20, 110, -1, 99, -1, 60, -1, 32, 0, 3215, 121380, -1, -1, "mau", "gma", "9gm", "7gm", "stf", "stf", 5, "2hsl", 2, 3, -1, -1, -1, -1, "flpgma", "invgma", "invgma", "invgma", 1, 6, 0, "", 0, "item_largemetalweapon", 12, "item_largemetalweapon", 0, 0, 5, 0, 0, 0, -1, -1, 0, 7, 0, 0, 3, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, 1, 1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, 1, 1, 20, -1, -1, -1, -1, 255, -1, -1, -1, -1, 255, -1, -1, 2, 2, 0, "xxx", "xxx", 1, 0
